"CustomerID","Gender","Age","Partner","Dependents","Tenure","MultipleLines","InternetService","OnlineProtect","TechSupport","Streaming","Outage","ContractType","MonthlyCharges","Churn","Pilot"
"7590-VHVEG","Female",19,"Yes","No",1,0,"DSL",2,2,0,"Occasional",1,29.85,"No",1
"5575-GNVDE","Male",38,"No","No",34,1,"5G",1,2,0,"Occasional",12,56.95,"No",1
"3668-QPYBK","Male",55,"No","No",2,1,"5G",3,2,0,"Frequent",1,53.85,"Yes",1
"7795-CFOCW","Male",24,"No","No",45,0,"5G",1,3,0,"Frequent",12,42.3,"No",1
"9237-HQITU","Female",35,"No","No",2,1,"DSL",0,2,0,"Frequent",1,70.7,"Yes",1
"9305-CDSKC","Female",44,"No","No",8,2,"5G",0,2,3,"Frequent",1,99.65,"Yes",1
"1452-KIOVK","Male",32,"No","Yes",22,2,"5G",2,2,1,"Occasional",1,89.1,"No",1
"6713-OKOMC","Female",49,"No","No",10,0,"5G",1,2,0,"Occasional",1,29.75,"No",1
"7892-POOKP","Female",33,"Yes","No",28,2,"DSL",0,3,3,"Occasional",1,104.8,"Yes",1
"6388-TABGU","Male",35,"No","Yes",62,1,"5G",3,2,0,"Occasional",12,56.15,"No",1
"9763-GRSKD","Male",36,"Yes","Yes",13,1,"5G",1,2,0,"Occasional",1,49.95,"No",1
"7469-LKBCI","Male",21,"No","No",16,1,"5G",0,1,0,"Occasional",24,18.95,"No",1
"8091-TTVAX","Male",42,"Yes","No",58,2,"DSL",0,2,3,"Occasional",12,100.35,"No",1
"0280-XJGEX","Male",43,"No","No",49,2,"5G",2,2,3,"Frequent",1,103.7,"Yes",1
"5129-JLPIS","Male",20,"No","No",25,1,"5G",1,3,3,"Occasional",1,105.5,"No",1
"3655-SNQYZ","Female",29,"Yes","Yes",69,2,"5G",3,3,3,"Occasional",24,113.25,"No",1
"8191-XWSZG","Female",48,"No","No",52,1,"5G",0,1,0,"Occasional",12,20.65,"No",1
"9959-WOFKT","Male",29,"No","Yes",71,2,"5G",1,2,3,"Occasional",24,106.7,"No",1
"4190-MFLUW","Female",25,"Yes","Yes",10,1,"5G",0,3,0,"Occasional",1,55.2,"Yes",1
"4183-MYFRB","Female",24,"No","No",21,1,"5G",2,2,2,"Occasional",1,90.05,"No",1
"8779-QRDMV","Male",79,"No","No",1,0,"5G",0,2,2,"Frequent",1,39.65,"Yes",1
"1680-VDCWW","Male",49,"No","No",12,1,"5G",0,1,0,"Frequent",12,19.8,"No",1
"1066-JKSGK","Male",56,"No","No",1,1,"5G",0,1,0,"Occasional",1,20.15,"Yes",1
"3638-WEABW","Female",45,"Yes","No",58,2,"5G",2,3,0,"Occasional",24,59.9,"No",1
"6322-HRPFA","Male",52,"Yes","Yes",49,1,"5G",3,3,0,"Occasional",1,59.6,"No",1
"6865-JZNKO","Female",36,"No","No",30,1,"5G",3,2,0,"Occasional",1,55.3,"No",1
"6467-CHFZW","Male",29,"Yes","Yes",47,2,"5G",2,2,3,"Frequent",1,99.35,"Yes",1
"8665-UTDHZ","Male",20,"Yes","Yes",1,0,"5G",2,2,0,"Frequent",1,30.2,"Yes",1
"5248-YGIJN","Male",27,"Yes","No",72,2,"5G",3,3,3,"Occasional",24,90.25,"No",1
"8773-HHUOZ","Female",41,"No","Yes",17,1,"5G",0,2,3,"Frequent",1,64.7,"Yes",1
"3841-NFECX","Female",80,"Yes","No",71,2,"5G",3,3,0,"Occasional",24,96.35,"No",1
"4929-XIHVW","Male",79,"Yes","No",2,1,"5G",0,2,3,"Occasional",1,95.5,"No",1
"6827-IEAUQ","Female",48,"Yes","Yes",27,1,"5G",3,3,0,"Occasional",12,66.15,"No",1
"7310-EGVHZ","Male",20,"No","No",1,1,"5G",0,1,0,"Occasional",1,20.2,"No",1
"3413-BMNZE","Male",73,"No","No",1,1,"5G",0,2,0,"Occasional",1,45.25,"No",1
"6234-RAAPL","Female",34,"Yes","Yes",72,2,"5G",3,3,1,"Occasional",24,99.9,"No",1
"6047-YHPVI","Male",61,"No","No",5,1,"5G",0,2,0,"Frequent",1,69.7,"Yes",1
"6572-ADKRS","Female",34,"No","No",46,1,"DSL",0,2,0,"Occasional",1,74.8,"No",1
"5380-WJKOV","Male",20,"No","No",34,2,"5G",2,2,3,"Occasional",1,106.35,"Yes",1
"8168-UQWWF","Female",34,"No","No",11,2,"5G",0,2,3,"Frequent",1,97.85,"Yes",1
"8865-TNMNX","Male",52,"No","No",10,1,"5G",2,2,0,"Occasional",12,49.55,"No",1
"9489-DEDVP","Female",29,"Yes","Yes",70,2,"DSL",3,2,1,"Occasional",24,69.2,"No",1
"9867-JCZSP","Female",22,"Yes","Yes",17,1,"DSL",0,1,0,"Occasional",12,20.75,"No",1
"4671-VJLCL","Female",52,"No","No",63,2,"5G",3,3,1,"Occasional",24,79.85,"No",1
"4080-IIARD","Female",34,"Yes","No",13,2,"5G",3,3,1,"Occasional",1,76.2,"No",1
"3714-NTNFO","Female",64,"No","No",49,2,"DSL",0,2,2,"Occasional",1,84.5,"No",1
"5948-UJZLF","Male",40,"No","No",2,1,"5G",2,2,0,"Occasional",1,49.25,"No",1
"7760-OYPDY","Female",26,"No","No",2,1,"5G",0,2,1,"Occasional",1,80.65,"Yes",1
"7639-LIAYI","Male",55,"No","No",52,2,"5G",1,3,3,"Occasional",24,79.75,"No",1
"2954-PIBKO","Female",26,"Yes","Yes",69,2,"5G",1,3,0,"Occasional",24,64.15,"No",1
"8012-SOUDQ","Female",72,"No","No",43,2,"DSL",2,2,1,"Occasional",1,90.25,"No",1
"9420-LOJKX","Female",40,"No","No",15,1,"5G",3,2,3,"Frequent",1,99.1,"Yes",1
"6575-SUVOI","Female",70,"Yes","No",25,2,"5G",1,3,1,"Occasional",1,69.5,"No",1
"7495-OOKFY","Female",67,"Yes","No",8,2,"5G",2,2,0,"Frequent",1,80.65,"Yes",1
"4667-QONEA","Female",82,"Yes","Yes",60,1,"5G",3,3,2,"Occasional",12,74.85,"No",1
"1658-BYGOY","Male",89,"No","No",18,2,"5G",0,2,3,"Occasional",1,95.45,"Yes",1
"8769-KKTPH","Female",49,"Yes","Yes",63,2,"5G",1,2,3,"Occasional",12,99.65,"No",1
"5067-XJQFU","Male",88,"Yes","Yes",66,2,"5G",2,3,3,"Occasional",12,108.45,"No",1
"3957-SQXML","Female",44,"No","No",34,2,"5G",0,1,0,"Frequent",24,24.95,"No",1
"5954-BDFSG","Female",58,"No","No",72,2,"5G",0,3,3,"Occasional",24,107.5,"No",1
"0434-CSFON","Female",58,"Yes","No",47,2,"5G",0,2,3,"Occasional",1,100.5,"No",1
"1215-FIGMP","Male",20,"No","No",60,2,"5G",2,2,1,"Occasional",1,89.9,"No",1
"0526-SXDJP","Male",49,"Yes","No",72,0,"5G",3,2,0,"Occasional",24,42.1,"No",1
"0557-ASKVU","Female",49,"Yes","Yes",18,1,"5G",0,3,0,"Occasional",12,54.4,"No",1
"5698-BQJOH","Female",24,"No","No",9,2,"5G",0,2,3,"Frequent",1,94.4,"Yes",1
"5122-CYFXA","Female",53,"No","No",3,1,"DSL",2,3,3,"Occasional",1,75.3,"No",1
"8627-ZYGSZ","Male",46,"Yes","No",47,2,"5G",2,2,0,"Occasional",12,78.9,"No",1
"3410-YOQBQ","Female",58,"No","No",31,1,"5G",2,3,3,"Occasional",24,79.2,"No",1
"3170-NMYVV","Female",19,"Yes","Yes",50,1,"DSL",0,1,0,"Occasional",24,20.15,"No",1
"7410-OIEDU","Male",53,"No","No",10,1,"5G",1,2,0,"Occasional",1,79.85,"No",1
"2273-QCKXA","Male",39,"No","No",1,1,"DSL",0,3,0,"Occasional",1,49.05,"No",1
"0731-EBJQB","Female",62,"No","No",52,1,"5G",0,1,0,"Frequent",12,20.4,"No",1
"1891-QRQSA","Male",77,"Yes","Yes",64,2,"5G",1,3,3,"Occasional",24,111.6,"No",1
"8028-PNXHQ","Male",20,"Yes","Yes",62,2,"5G",0,1,0,"Occasional",24,24.25,"No",1
"5630-AHZIL","Female",31,"No","Yes",3,1,"5G",1,3,2,"Occasional",1,64.5,"No",1
"2673-CXQEU","Female",77,"No","No",56,2,"DSL",3,2,3,"Occasional",12,110.5,"No",1
"6416-JNVRK","Female",35,"No","No",46,1,"5G",0,2,2,"Occasional",12,55.65,"No",1
"5590-ZSKRV","Female",62,"Yes","Yes",8,1,"5G",3,2,0,"Occasional",1,54.65,"No",1
"0191-ZHSKZ","Male",82,"No","No",30,1,"5G",3,2,3,"Occasional",1,74.75,"No",1
"3887-PBQAO","Female",65,"No","No",45,2,"5G",0,1,0,"Frequent",12,25.9,"No",1
"5919-TMRGD","Female",49,"No","Yes",1,1,"5G",0,2,1,"Occasional",1,79.35,"Yes",1
"8108-UXRQN","Female",28,"Yes","Yes",11,0,"5G",1,2,3,"Occasional",1,50.55,"No",1
"9191-MYQKX","Female",34,"Yes","No",7,1,"5G",0,2,0,"Frequent",1,75.15,"Yes",1
"9919-YLNNG","Female",28,"No","No",42,1,"5G",2,3,3,"Occasional",1,103.8,"No",1
"0318-ZOPWS","Female",43,"No","No",49,1,"5G",0,1,0,"Frequent",24,20.15,"No",1
"4445-ZJNMU","Male",39,"No","No",9,2,"5G",2,2,3,"Occasional",1,99.3,"No",1
"4808-YNLEU","Female",20,"Yes","No",35,1,"DSL",1,2,1,"Frequent",12,62.15,"No",1
"1862-QRWPE","Female",53,"No","No",48,1,"5G",0,1,0,"Occasional",24,20.65,"No",1
"2796-NNUFI","Female",22,"Yes","Yes",46,1,"5G",0,1,0,"Occasional",24,19.95,"No",1
"3016-KSVCP","Male",53,"No","No",29,0,"5G",0,2,1,"Occasional",1,33.75,"No",1
"4767-HZZHQ","Male",25,"Yes","Yes",30,1,"5G",2,2,0,"Occasional",1,82.05,"No",1
"2424-WVHPL","Male",81,"No","No",1,1,"5G",0,3,0,"Occasional",1,74.7,"No",1
"7233-PAHHL","Male",37,"Yes","Yes",66,2,"5G",1,3,3,"Occasional",24,84,"No",1
"6067-NGCEU","Female",41,"No","No",65,2,"5G",3,2,3,"Occasional",1,111.05,"No",1
"9848-JQJTX","Male",23,"No","No",72,2,"5G",2,2,3,"Occasional",24,100.9,"No",1
"8637-XJIVR","Female",35,"No","No",12,2,"5G",1,2,0,"Frequent",1,78.95,"Yes",1
"9803-FTJCG","Male",28,"Yes","Yes",71,2,"5G",3,3,0,"Occasional",12,66.85,"No",1
"0278-YXOOG","Male",20,"No","No",5,1,"5G",0,1,0,"Occasional",1,21.05,"Yes",1
"3212-KXOCR","Male",22,"No","No",52,1,"5G",0,1,0,"Occasional",24,21,"No",1
"4598-XLKNJ","Female",68,"Yes","No",25,1,"5G",2,2,3,"Frequent",1,98.5,"Yes",1
"6380-ARCEH","Male",21,"No","No",1,1,"5G",0,1,0,"Occasional",1,20.2,"No",1
"3679-XASPY","Female",48,"No","No",1,1,"DSL",0,1,0,"Occasional",1,19.45,"No",1
"7123-WQUHX","Male",52,"No","No",38,2,"5G",0,3,1,"Occasional",12,95,"No",1
"5386-THSLQ","Female",79,"Yes","No",66,0,"5G",2,2,1,"Occasional",12,45.55,"No",1
"3192-NQECA","Male",28,"Yes","No",68,2,"5G",2,3,3,"Occasional",24,110,"Yes",1
"6180-YBIQI","Male",43,"No","No",5,0,"5G",0,2,0,"Occasional",1,24.3,"No",1
"6728-DKUCO","Female",26,"Yes","Yes",72,2,"5G",3,2,3,"Occasional",12,104.15,"No",1
"9750-BOOHV","Female",39,"No","No",32,0,"5G",1,2,0,"Occasional",12,30.15,"No",1
"8597-CWYHH","Male",50,"No","No",43,2,"5G",0,2,3,"Occasional",12,94.35,"No",1
"2848-YXSMW","Male",39,"No","No",72,1,"5G",0,1,0,"Occasional",24,19.4,"No",1
"0486-HECZI","Male",34,"Yes","No",55,2,"5G",3,2,1,"Occasional",1,96.75,"Yes",1
"4549-ZDQYY","Female",36,"No","No",52,1,"5G",1,3,0,"Occasional",12,57.95,"No",1
"5712-AHQNN","Female",57,"No","No",43,1,"5G",2,2,1,"Occasional",1,91.65,"No",1
"4846-WHAFZ","Female",86,"Yes","No",37,2,"5G",0,2,0,"Frequent",1,76.5,"Yes",1
"5256-SKJGO","Female",60,"Yes","Yes",64,0,"5G",2,3,3,"Occasional",24,54.6,"No",1
"3071-VBYPO","Male",48,"Yes","Yes",3,1,"5G",3,2,1,"Occasional",1,89.85,"No",1
"9560-BBZXK","Female",59,"No","No",36,0,"5G",1,2,0,"Occasional",24,31.05,"No",1
"5299-RULOA","Female",31,"Yes","Yes",10,2,"5G",1,2,3,"Occasional",1,100.25,"Yes",1
"8402-OOOHJ","Female",36,"No","No",41,1,"5G",0,1,0,"Occasional",24,20.65,"No",1
"9445-ZUEQE","Male",61,"Yes","Yes",27,2,"5G",2,3,0,"Occasional",1,85.2,"No",1
"1091-SOZGA","Female",62,"No","No",56,2,"5G",0,2,3,"Occasional",12,99.8,"No",1
"2928-HLDBA","Female",36,"No","No",6,1,"5G",0,1,0,"Occasional",1,20.7,"No",1
"0404-SWRVG","Male",57,"No","No",3,2,"DSL",0,2,0,"Frequent",1,74.4,"Yes",1
"6497-TILVL","Female",49,"Yes","Yes",7,1,"5G",1,2,0,"Occasional",1,50.7,"No",1
"7219-TLZHO","Female",52,"No","No",4,1,"5G",0,1,0,"Occasional",1,20.85,"No",1
"4622-YNKIJ","Male",25,"No","No",33,1,"5G",1,3,1,"Occasional",24,88.95,"No",1
"4412-YLTKF","Female",85,"No","No",27,2,"5G",0,2,0,"Frequent",1,78.05,"Yes",1
"6734-PSBAW","Male",60,"No","No",72,2,"5G",0,1,0,"Occasional",24,23.55,"No",1
"3930-ZGWVE","Male",21,"No","No",1,1,"5G",0,1,0,"Occasional",1,19.75,"No",1
"2639-UGMAZ","Male",84,"No","No",71,0,"5G",3,2,3,"Occasional",12,56.45,"No",1
"2876-GZYZC","Female",49,"No","No",13,2,"5G",0,2,2,"Occasional",1,85.95,"No",1
"6207-WIOLX","Female",42,"Yes","Yes",25,0,"5G",3,2,3,"Frequent",1,58.6,"Yes",1
"8587-XYZSF","Male",42,"No","No",67,1,"5G",0,3,0,"Occasional",24,50.55,"No",1
"3091-FYHKI","Male",47,"No","No",1,0,"DSL",0,2,2,"Frequent",1,35.45,"Yes",1
"2372-HWUHI","Male",40,"No","No",2,1,"5G",0,2,0,"Occasional",1,44.35,"Yes",1
"7799-LGRDP","Female",38,"No","No",43,2,"5G",0,1,0,"Occasional",24,25.7,"No",1
"7850-VWJUU","Female",21,"No","No",23,1,"DSL",1,2,0,"Occasional",1,75,"No",1
"3774-VBNXY","Female",44,"No","No",64,1,"5G",0,1,0,"Occasional",24,20.2,"No",1
"6217-KDYWC","Male",21,"No","Yes",57,1,"DSL",0,1,0,"Occasional",24,19.6,"No",1
"0390-DCFDQ","Female",86,"Yes","No",1,1,"5G",0,2,0,"Occasional",1,70.45,"Yes",1
"3146-MSEGF","Female",78,"Yes","Yes",72,2,"5G",3,3,3,"Occasional",24,88.05,"No",1
"4080-OGPJL","Female",29,"No","No",8,2,"5G",1,3,2,"Occasional",1,71.15,"Yes",1
"1095-WGNGG","Female",25,"Yes","No",61,2,"5G",2,2,3,"Occasional",24,101.05,"No",1
"2636-SJDOU","Male",21,"No","No",64,2,"5G",3,2,0,"Occasional",12,84.3,"No",1
"1131-QQZEB","Male",88,"Yes","No",71,2,"5G",0,1,0,"Occasional",24,23.95,"No",1
"5716-EZXZN","Female",21,"Yes","Yes",65,2,"5G",3,3,1,"Occasional",24,99.05,"No",1
"6837-BJYDQ","Male",63,"No","No",3,1,"5G",0,1,0,"Occasional",12,19.6,"No",1
"2135-RXIHG","Male",60,"No","No",1,1,"5G",0,2,0,"Frequent",1,45.65,"Yes",1
"6440-DKQGE","Male",46,"No","Yes",30,1,"5G",2,2,1,"Occasional",12,64.5,"No",1
"3466-BYAVD","Male",59,"Yes","Yes",15,1,"5G",2,3,2,"Occasional",1,69.5,"No",1
"3780-YVMFA","Female",63,"No","No",8,1,"5G",0,3,3,"Occasional",1,68.55,"No",1
"3874-EQOEP","Male",51,"No","No",7,2,"5G",0,2,3,"Frequent",1,95,"Yes",1
"1679-JRFBR","Female",51,"Yes","Yes",70,2,"5G",3,2,3,"Occasional",12,108.15,"No",1
"9073-ZZIAY","Male",29,"Yes","Yes",62,1,"5G",3,3,3,"Occasional",24,86.1,"No",1
"3077-RSNTJ","Female",19,"Yes","Yes",6,1,"5G",0,1,0,"Occasional",1,19.7,"No",1
"6551-GNYDG","Female",21,"Yes","Yes",14,1,"5G",0,2,2,"Occasional",1,80.9,"No",1
"9167-APMXZ","Female",53,"No","No",22,2,"5G",0,2,1,"Occasional",1,84.15,"No",1
"2749-CTKAJ","Male",22,"Yes","Yes",22,1,"5G",0,1,0,"Occasional",12,20.15,"No",1
"6371-NZYEG","Male",39,"Yes","Yes",16,1,"5G",1,2,1,"Occasional",24,64.25,"No",1
"7554-NEWDD","Male",56,"No","No",10,2,"5G",0,1,0,"Occasional",24,25.7,"No",1
"8992-VONJD","Female",46,"No","Yes",13,1,"5G",3,2,0,"Occasional",1,56,"No",1
"0867-MKZVY","Female",21,"Yes","No",20,2,"5G",1,2,0,"Occasional",1,82.4,"Yes",1
"4482-EWFMI","Female",31,"No","No",2,1,"5G",0,2,0,"Occasional",1,69.7,"No",1
"4648-YPBTM","Male",34,"No","No",53,2,"5G",2,3,2,"Occasional",24,73.9,"No",1
"2907-ILJBN","Female",21,"Yes","Yes",11,1,"5G",0,1,0,"Occasional",12,20.6,"No",1
"6345-FZOQH","Male",51,"No","No",69,1,"5G",0,1,0,"Occasional",24,19.9,"No",1
"3376-BMGFE","Female",59,"No","No",4,1,"5G",0,2,0,"Occasional",1,70.9,"Yes",1
"5997-OPVFA","Male",44,"Yes","No",72,2,"5G",3,3,3,"Occasional",24,89.05,"No",1
"3445-HXXGF","Male",75,"Yes","No",58,0,"5G",2,2,2,"Frequent",1,45.3,"Yes",1
"1159-WFSGR","Female",37,"No","No",16,1,"5G",0,1,0,"Occasional",1,20.4,"No",1
"7654-YWJUF","Male",19,"Yes","No",43,1,"5G",1,3,0,"Occasional",12,84.25,"No",1
"1875-QIVME","Female",49,"Yes","No",2,2,"5G",0,3,3,"Occasional",1,104.4,"Yes",1
"6727-IOTLZ","Male",62,"Yes","No",14,1,"5G",2,3,3,"Occasional",24,81.95,"No",1
"0691-JVSYA","Female",21,"Yes","No",53,1,"5G",0,2,3,"Occasional",12,94.85,"Yes",1
"5918-VUKWP","Female",22,"No","No",32,1,"5G",0,1,0,"Occasional",12,20.55,"No",1
"1744-JHKYS","Female",62,"No","No",34,2,"5G",0,1,0,"Occasional",1,24.7,"No",1
"2656-FMOKZ","Female",85,"No","No",15,2,"DSL",0,2,0,"Frequent",1,74.45,"Yes",1
"2070-FNEXE","Female",66,"No","No",7,1,"5G",1,2,0,"Frequent",1,76.45,"Yes",1
"5947-SGKCL","Female",28,"Yes","Yes",15,2,"5G",2,2,3,"Occasional",1,105.35,"No",1
"3712-PKXZA","Male",54,"No","No",61,1,"5G",0,1,0,"Occasional",12,20.55,"No",1
"6317-YPKDH","Female",39,"No","No",1,0,"5G",2,2,0,"Frequent",1,29.95,"Yes",1
"6582-OIVSP","Female",19,"No","No",1,1,"5G",0,2,0,"Occasional",1,45.3,"No",1
"9367-WXLCH","Male",55,"No","No",8,2,"5G",0,2,2,"Frequent",1,84.5,"Yes",1
"5524-KHNJP","Male",19,"Yes","Yes",33,1,"5G",1,2,3,"Occasional",12,74.75,"No",1
"1918-ZBFQJ","Female",35,"No","No",13,1,"5G",2,2,0,"Frequent",1,79.25,"Yes",1
"1024-GUALD","Female",19,"Yes","No",1,0,"5G",0,2,0,"Frequent",1,24.8,"Yes",1
"4827-USJHP","Male",54,"No","No",20,1,"5G",2,2,0,"Occasional",1,51.8,"No",1
"8167-GJLRN","Male",64,"No","No",3,0,"5G",0,3,0,"Occasional",1,30.4,"No",1
"0956-SYCWG","Female",35,"No","No",13,1,"5G",0,1,0,"Occasional",12,19.65,"No",1
"8017-UVSZU","Female",28,"Yes","No",40,2,"5G",2,2,0,"Occasional",1,56.6,"No",1
"7100-FQPRV","Male",19,"Yes","Yes",43,2,"5G",1,3,2,"Occasional",12,71.9,"No",1
"2472-OVKUP","Male",25,"Yes","No",6,1,"5G",2,2,2,"Frequent",1,91,"Yes",1
"2984-RGEYA","Female",22,"Yes","Yes",69,1,"5G",0,1,0,"Occasional",24,19.75,"No",1
"9680-NIAUV","Female",43,"Yes","Yes",72,2,"5G",3,2,3,"Occasional",24,109.7,"No",1
"2146-EGVDT","Male",19,"Yes","Yes",59,1,"5G",0,1,0,"Occasional",24,19.3,"No",1
"2604-IJPDU","Female",54,"Yes","No",20,1,"5G",3,3,1,"Occasional",1,96.55,"No",1
"9178-JHUVJ","Male",20,"Yes","Yes",24,2,"5G",0,1,0,"Occasional",24,24.1,"No",1
"6168-YBYNP","Male",34,"No","No",59,2,"5G",2,3,3,"Occasional",1,111.35,"No",1
"7255-SSFBC","Male",40,"Yes","Yes",72,2,"5G",2,3,3,"Occasional",24,112.25,"No",1
"3645-DEYGF","Male",55,"No","No",1,1,"5G",0,1,0,"Occasional",1,20.75,"No",1
"9323-HGFWY","Female",46,"Yes","No",27,1,"5G",1,3,3,"Occasional",12,101.9,"No",1
"8544-GOQSH","Female",21,"No","No",14,1,"5G",2,3,0,"Occasional",1,80.05,"No",1
"3363-DTIVD","Male",47,"Yes","Yes",71,2,"5G",1,2,3,"Occasional",24,105.55,"No",1
"7018-WBJNK","Male",22,"No","Yes",13,1,"5G",0,2,1,"Occasional",1,78.3,"No",1
"9142-KZXOP","Male",61,"No","No",44,1,"5G",0,2,0,"Occasional",1,68.85,"No",1
"7674-YTAFD","Female",44,"No","No",33,1,"5G",2,3,0,"Occasional",12,79.95,"No",1
"6348-SNFUS","Male",28,"Yes","Yes",72,0,"DSL",3,3,2,"Frequent",24,55.45,"No",1
"1285-OKIPP","Male",20,"No","No",1,1,"5G",0,2,2,"Frequent",1,79.9,"Yes",1
"7825-ECJRF","Female",20,"No","No",19,1,"5G",1,3,3,"Occasional",1,106.6,"Yes",1
"1347-KTTTA","Male",48,"Yes","No",64,1,"5G",2,3,3,"Occasional",12,102.45,"No",1
"7841-TZDMQ","Male",57,"No","No",2,1,"DSL",0,2,0,"Frequent",1,46,"Yes",1
"4195-NZGTA","Female",21,"No","No",1,0,"DSL",0,2,0,"Frequent",1,25.25,"No",1
"7157-SMCFK","Male",22,"No","Yes",61,1,"5G",0,1,0,"Occasional",24,19.75,"No",1
"4709-LKHYG","Female",59,"No","No",29,1,"5G",0,1,0,"Frequent",12,20,"No",1
"2504-DSHIH","Male",74,"Yes","No",23,2,"5G",0,2,2,"Occasional",1,86.8,"No",1
"0699-NDKJM","Female",51,"No","No",57,0,"5G",3,2,3,"Occasional",1,58.75,"No",1
"9286-BHDQG","Male",20,"Yes","Yes",72,0,"5G",3,3,0,"Occasional",24,45.25,"No",1
"0230-WEQUW","Male",31,"Yes","No",66,0,"5G",3,3,1,"Occasional",24,56.6,"No",1
"2040-LDIWQ","Male",62,"Yes","Yes",65,2,"5G",2,3,3,"Occasional",24,84.2,"No",1
"6496-JDSSB","Female",21,"No","No",8,1,"5G",0,2,1,"Occasional",1,80,"No",1
"9408-SSNVZ","Female",40,"No","No",4,1,"5G",0,2,0,"Frequent",1,70.15,"Yes",1
"4443-EMBNA","Female",55,"No","No",71,2,"DSL",0,1,0,"Frequent",24,24.75,"No",1
"6469-MRVET","Male",20,"Yes","Yes",1,1,"5G",0,1,0,"Occasional",12,20.2,"No",1
"0742-MOABM","Male",42,"Yes","No",4,1,"5G",0,3,0,"Occasional",1,50.05,"Yes",1
"5961-VUSRV","Female",46,"No","No",12,1,"DSL",0,1,0,"Occasional",12,19.35,"No",1
"6778-JFCMK","Male",19,"No","No",24,0,"5G",1,2,3,"Occasional",12,50.6,"No",1
"6341-JVQGF","Female",19,"Yes","Yes",31,1,"5G",1,3,3,"Occasional",12,81.15,"No",1
"2232-DMLXU","Female",28,"Yes","No",1,1,"5G",0,2,1,"Occasional",1,55.2,"Yes",1
"4811-JBUVU","Male",37,"No","No",30,2,"DSL",0,3,2,"Frequent",1,89.9,"No",1
"0945-TSONX","Female",26,"Yes","Yes",47,2,"5G",3,3,3,"Occasional",24,85.3,"No",1
"2651-ZCBXV","Male",24,"No","No",54,2,"5G",3,3,3,"Occasional",24,108,"No",1
"3316-UWXUY","Male",55,"No","No",50,1,"5G",3,3,2,"Occasional",1,93.5,"No",1
"8937-RDTHP","Male",52,"No","No",1,1,"5G",1,2,2,"Frequent",1,84.6,"Yes",1
"7083-MIOPC","Female",19,"No","No",72,1,"DSL",0,1,0,"Frequent",24,20.25,"No",1
"1984-GPTEH","Female",44,"No","No",29,2,"5G",0,1,0,"Occasional",1,25.15,"No",1
"1251-KRREG","Male",26,"No","No",2,2,"5G",2,2,0,"Occasional",1,54.4,"Yes",1
"0621-JFHOL","Female",19,"No","No",10,0,"5G",0,3,0,"Occasional",24,29.6,"No",1
"9903-LYSAB","Male",49,"Yes","No",18,2,"5G",0,2,0,"Occasional",1,73.15,"No",1
"0094-OIFMO","Female",76,"No","No",11,1,"5G",2,2,3,"Frequent",1,95,"Yes",1
"9227-UAQFT","Male",63,"No","No",16,1,"5G",0,1,0,"Occasional",24,19.75,"No",1
"7301-ABVAD","Female",35,"No","No",72,2,"5G",2,3,3,"Occasional",24,86.6,"No",1
